mbid,listeners,playcount
ce6a13b9-7d01-4308-811e-fcee6fc53027,15,21
ae44193e-8d3c-4f12-81df-c686ecec6c73,2161,36682
92762a95-0762-4604-b5bf-0d4ff3961de3,318,893
7f9a0794-785a-4a2b-90dc-8a265ba05998,0,0
475506e8-b9e9-4af0-bb11-070bf22bb779,0,0
4744de58-e37d-49cb-bf95-c07a2effe462,11,26
5e366045-3176-4e42-bc2f-272b319093a5,573,13039
59db3d82-86ea-451f-881f-dffc8ec387c9,2333945,227156336
5e645519-a175-4fe0-9a9b-eb9dc9f506b5,145436,453638
e96e95c5-ec1e-41e9-b518-cc63c5ada84e,11,92
c790898c-8e86-470c-88de-3d2c7560db10,37238,613475
b4d32cff-f19e-455f-86c4-f347d824ca61,2747103,31700185
6dee6b6f-aa72-424c-9c8c-0d31ba5ff673,1368651,55868908
673d3a45-5f49-4b5e-9910-4869a613d37f,24527,234463
4d5447d7-c61c-4120-ba1b-d7f471d385b9,3865957,80615658
b7539c32-53e7-4908-bda3-81449c367da6,5016402,1453427568
47347cb8-ac34-4916-84b6-d85d4e5e5384,711238,10467616
d8e07579-ff5a-41f2-b7a7-c71880b8287a,2179306,106086554
aaa4f3af-a639-471b-bceb-ae3f015248c8,344,2649
27613b78-1b9d-4ec3-9db5-fa0743465fdd,1514158,22700988
03f97204-818e-45e0-b3d5-1108a52789ba,50604,181937
a13b1d65-ccb3-4934-9bec-5a90f7c23386,28701,305105
fb9b4a46-ffbb-4688-b178-f6f7f07676c3,57493,390038
eb2a70c7-7dab-415a-9546-79b5092f3461,1,4
5b0b7831-69a2-47aa-9891-de14e58f9ad9,0,0
592d507e-2787-4dcb-8757-d760b7fceabf,0,0
8eaabb17-c046-4899-80ab-37b4058ca773,5998,30659
453c9a64-4ff6-4c3b-9621-a73a6574f5be,2957,39767
8e68819d-71be-4e7d-b41d-f1df81b01d3f,4717441,110257414
8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,1915814,228604667
91b4a2a6-8015-4a4f-81a3-77618f567566,393,1006
6fda57e7-57ca-4d18-a0a0-2be85e56ec72,4,8
2bd8101a-11c3-42d5-a9bd-6a3b26445f7e,744217,24774112
309c62ba-7a22-4277-9f67-4a162526d18a,4084228,155070045
aadd68b8-de14-4296-b9e8-9713dc1777a8,27108,143459
5028a04d-c3b5-428d-9c88-433224bb10ba,360664,1960488
09887aa7-226e-4ecc-9a0c-02d2ae5777e1,2860958,149423860
d841a2c4-33ce-4980-b715-776fe04e551d,67,309
49f4f9bb-e790-42f5-b0da-2802802b10da,1,2
ffadf26a-2593-4eaf-8c5d-a54cbc5aedc5,37,70
b83bc61f-8451-4a5d-8b8e-7e9ed295e822,5028078,154984145
6b61aa2b-c165-45a9-bb3e-20fc9bfb2aef,1,1
5e6c760b-42e0-4df4-a221-0269355da00a,2764269,39966003
16456fed-c9f2-4adf-b6ea-97b648c474d2,742366,83809459
54e105a9-4515-47e2-8953-9b5f9cdcbf1c,634,4529
c2d7ec5b-5e41-4820-8478-65a95ad3ae42,0,0
06581da7-23ac-4d1c-8dc6-b120b5cfcf0e,82,108
02913597-19e0-4a3e-ad2b-2df95b5ff76c,1005,3039
b539bbba-e41a-49b5-a1e2-c2c90c96642c,715,18646
a47d580f-fe5b-4c27-ac7d-06e0ceed534f,369,2442
5e986bb1-9f43-4ed2-bf70-4f43b036e4e4,1,18
46609f05-aac5-4714-9bfd-164b877d3b0a,0,0
f7c6f813-ecc9-4a5d-9b1e-cca33a5a8785,0,0
1dce970e-34bc-48b2-ab51-48d87544a4c2,772223,18731371
2c0a4632-6ff9-44d1-8932-adbd227d7bbb,5562,27308
2f6f210c-6103-4332-971b-cb3687d3cc28,13620,31695
64c1e219-dd5e-435f-99d8-0590e1df996c,62271,601145
e3fd8e3d-df64-43cb-b68e-cf6d65315e4b,3,10
558302b1-07ae-4be1-9edb-2a2b1f036313,116663,1312929
888f7e18-2a96-4f2e-8320-08ff4330b442,100423,554428
ce55e49a-32f4-4757-9849-bf04d06d5fcc,1218,12760
7d7a5fdd-0d04-4c36-8bee-906feeae239c,524948,8710126
3838a0c9-920d-4a80-a3c1-2e0ee20d48ae,1476,4541
e01c3376-15fa-40d7-b747-5f219bdefdd7,1680474,66961789
74dca2c7-d7dc-4b13-bd17-502a35db042a,243276,1673772
d570bb31-b9ca-45a4-a2d9-11b186d9c159,3048710,39101375
8560d4e8-05e2-4c20-980b-ad2db445dd5d,1771220,24843719
c3649208-0ebe-449b-b1d7-4bd6c560f109,460855,5137646
75e4f8ef-34c3-44fd-8467-88a7d9599f77,631326,45159675
ccb8f30e-4d71-40c4-8b1d-846dafe73e2c,3078529,54072450
4b2d00a2-34b3-4a5c-8f22-4eda5c6e8039,123316,1519378
2997113e-cc84-4a0c-8111-d0648b42b4dc,273214,2204813
fd9ab0b7-7a45-44ee-9d6c-6ae062d82a0e,4,139
3d2bf6b6-23e7-4c7e-aff6-a60536d5bbf4,4286,31337
7cc04f00-4c8f-40ea-894c-5f65777b3575,0,0
07ab04d4-bdbc-4c93-bfb2-457693a4ff94,919920,12985456
c981b771-e3d8-4709-bf00-3b3ce479b675,11022,55746
8b505ef0-c5a7-4deb-bc32-27c882f3c40e,82,186
2280ca0e-6968-4349-8c36-cb0cbd6ee95f,77475,766792
47b4b80b-0cfd-4dfa-98bb-4ca24ba2b418,235543,4436063
0221734a-35a8-40f7-b5c5-2f61a200bc7c,1776870,67139215
998c3c3c-bbe3-40f0-8c56-0c585598308b,3,3
b675f327-4738-4af4-bb83-1adb0003f2d3,999621,45673301
541f16f5-ad7a-428e-af89-9fa1b16d3c9c,2515075,125031637
823bf998-ac87-4025-8825-93718fb4e147,134,701
a75e7eb4-9be7-466b-8c72-311cd2b2b310,26063,174147
6a7b9d5e-a863-4a90-a056-77942e9f43de,159831,2056038
29a7ec52-8155-49fd-8b4f-bbd2cc835f89,17,114
8da127cc-c432-418f-b356-ef36210d82ac,1747446,456488682
d653e0c7-383b-4e16-9d7e-436296b31aca,0,0
7679f4a7-6fa7-4980-9d0d-bb906efd0418,145,442
aa7a2827-f74b-473c-bd79-03d065835cf7,4733920,175546719
3aebd566-7ff8-4b29-b017-051b6ec55861,268026,2559890
8a184178-86df-4b86-ab58-78c440c313c4,116,442
09d4a85c-4916-4b4e-bc96-c4cfcf371046,50182,4897135
45ff73a4-1478-41b7-a71a-ff86f69336c3,0,0
16b15363-f6fb-4590-be6b-c843ebc7a780,13,28
8bfac288-ccc5-448d-9573-c33ea2aa5c30,7028068,536289532
81d12ca7-5b89-4d21-8736-860b7400b4eb,1895406,181241321
606a2d8e-2ac3-494d-bf6c-f903a37fc7ca,40478,298086
2a0839df-90d6-426b-88f4-5970e8b0026a,0,0
3df11250-a3dc-4e01-8b6c-3fc5b79b4770,0,0
bb9128ab-5786-471f-9839-462e6afa5d16,0,0
6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,3606127,120370241
b13f0288-830a-4ad7-9c60-830f545e5e2b,48195,512350
8bc0f383-aa4d-42fb-aa03-6981bd449215,0,0
24dd46e1-a787-47ce-aa5d-d76c72c435e4,52,1311
bce172fc-51bb-43f7-9a25-b406a0a581d5,936137,127348718
60add5d1-45f0-4c49-9c6f-fff71d307996,0,0
f37c537b-3557-4031-bfd6-ab63ced32854,1494486,17408148
79239441-bfd5-4981-a70c-55c3f15c1287,5363745,342087391
5b489ea2-dea2-43c7-a4e5-c373a22d3113,0,0
1d60f591-29ef-4a47-a27e-228081a30f2b,2585,82067
2ce02909-598b-44ef-a456-151ba0a3bd70,2727950,43013714
6ce817bd-600d-494d-bd53-2a5f770cf0c6,76410,405142
f15651b5-67ab-43f5-8bb6-5a1138759e9e,0,0
e337c918-098f-418e-97a2-81dc224b1bf9,2159556,129716666
4c40f65d-57b7-4667-89cd-3069e33ddf8a,0,0
cab6450e-9786-4e93-a4e9-464d476fbbbd,406,716
1138a764-2212-4d0a-b02d-0dc14df91e08,3586285,58202195
59f06a94-5d1f-48fe-9e73-fa47d15e6fc2,4604787,147345014
8abfaa42-c272-42cb-b7c7-a04e3e9cf668,103470,774560
bc70a77e-3964-45b5-9acd-dcf6aeacb11c,70,208
fb147b8f-0144-4418-acaa-90b2d9779840,350359,3596690
1f272198-9e76-42ad-90ce-543d30a61b8d,0,0
68eabc1f-f304-46cb-8015-6f9cb7af33c6,72982,532644
3c5fd466-655d-4757-9bd8-f116fbf1445a,0,0
03ad1736-b7c9-412a-b442-82536d63a5c4,2853631,269742552
25509e4f-a378-42fc-9be1-192afc3e2cac,0,0
2257da02-e5b8-4da0-bff5-1db1673483d1,0,0
539fca0f-6739-492a-bf3c-3a420ce4cf6f,1804,9864
298bda6b-4177-43ed-a21a-dc7d46123801,49447,252175
7e092d19-6726-4b9a-a879-157065833481,156405,664785
963e9e5e-4036-4b97-b74e-b97297fe54eb,6,36
29c11f6b-df9f-454f-964e-75eedadb4a1e,2550,5845
a10c8616-cdc3-4fd1-a0fa-bc35a6514168,271,837
53ba7b2d-06c4-432a-81cc-ca7525adfec1,507,2045
f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,3625692,163233323
04009762-d776-4f8b-807f-53e9f730f5e0,20610,104349
fa7b0a1f-f8c0-435a-a2bd-74dccf7c0055,2177,8814
e07d9474-00ea-4460-ac27-88b46b3d976e,1654061,66125385
0b7c2cc8-0276-4b23-a538-746ebe4133ce,25642,120902
594858bd-433e-464c-b571-d0af4d9041fc,0,0
583ceac1-556a-445c-b522-c2b4f9f9272e,817,5167
83862818-99d7-4b43-92f3-aec81c633204,11,59
e7998c31-e46a-4daf-8f01-583fffccda1b,10279,101766
83886397-adf2-431a-b841-dc4af744a6cc,0,0
f8c01287-6bff-4e63-b570-2a61c24e64d6,53128,442885
1a9d7ebe-2bab-47b7-9c08-8ebff789d134,14,60
98784f42-c6b7-40a6-9313-8404024eeba0,1867,21156
9c0527f9-b616-494a-9d03-a30b89e81866,343,951
e7fd97a1-cc84-4d5d-87ea-8017dcfafcbd,0,0
0b323c4b-1258-4775-a8e2-ee71f4bf9a45,473383,2310744
272989c8-5535-492d-a25c-9f58803e027f,3317742,547144405
cad43f86-226e-4e6a-84f9-3219b48ad242,79,231
9cb087ec-949c-4fb1-b139-778d294c0393,710,5512
a49a9a95-33fb-4d21-9139-9ced074feb58,1113,13639
f94db5b3-9260-4e81-9d35-6806e50c713f,533345,3773140
62162215-b023-4f0e-84bd-1e9412d5b32c,2469209,139636916
6bfe9806-b477-4750-8bd2-b1d0acf901a9,371,1593
6802a7a8-27c1-46be-ac12-2c03ee1f4096,0,0
6be2828f-6c0d-4059-99d4-fa18acf1a296,2188927,61874401
a8449e6e-834b-4e2a-8497-0182a6e2aade,24348,47687
4be53eb7-32d7-4d7b-a995-345b90a507f6,0,0
752e457b-fc3b-4809-96bc-d34264ee9519,3,18
d27d1b7a-4d2e-469d-954d-bdf938c294ad,1252,7209
9ce50a20-d32f-430f-807c-341dd00acac2,0,0
757ed661-fbad-4e45-b1cd-a6b09f06f54a,1232692,149708420
012151a8-0f9a-44c9-997f-ebd68b5389f9,3911245,240656019
1ac73985-2cfa-433a-a6f8-379480e87179,3658,51359
20533bc5-fbc5-4d69-9e83-db3f17ce6e49,338363,3614373
f280f9d2-77e6-49aa-a0b5-ce51a18cc2f3,14,47
8e27a96f-07a6-4484-a475-f0d487fc3c86,746,1387
f40856e6-079f-4a0a-916e-9e6a5e04f646,220058,7144649
5fc368f4-d528-48d7-a8d4-5c657b29beff,1044,3078
bf93639c-1d7e-44ff-9331-91d871b6e14b,48,488
66280221-4f4f-442d-91e3-1f622e8b7713,58,190
93647349-bcda-474a-9a89-327047362acd,0,0
b59b8a4d-2278-414f-bf10-04b204ad798b,91,251
d288a227-30c0-4bed-95c3-8c9614646633,10,32
bfbd3940-14aa-4c4a-a2ab-67d040aae0f2,151887,2645007
f4abc0b5-3f7a-4eff-8f78-ac078dbce533,3990748,768689548
42a8b26e-0ae0-4c28-8db5-b54deb80a23a,35,118
f83fc06a-3206-4d6f-be05-6dd5ec6a691d,5,29
a6de8ef9-b1a1-4756-97aa-481bbb8a4069,1668271,53234368
0719f327-24e8-468e-bed0-44214a55a19c,12312,98312
44ab83a3-3e64-42d6-9e80-41fdc06c8ff5,411,1229
31bea673-d23a-4889-8da1-7cb040863268,1533351,17804705
7bd66c18-cb33-49aa-9279-140acedbdb49,1529107,26108520
14ecd19f-7121-4192-8549-e5056241a42f,1491012,62534888
31e0783a-9c5d-4218-9f23-4b9427b111e7,1074,4562
c4df30f5-5487-4806-9189-b69c9f27532c,1398040,14159189
2c90905f-6c6c-40fb-8bbe-8495cb4e699c,0,0
765d18ec-8a76-4f6e-9c6e-cd78a223724c,1681,5714
bf29d579-a22d-4c4a-8ec3-e362d397e006,1377,5384
9a58fda3-f4ed-4080-a3a5-f457aac9fcdd,3286886,178128800
5642774a-72c0-4099-8da4-7c1ab36378a8,296474,2919095
9fff2f8a-21e6-47de-a2b8-7f449929d43f,6481859,1053024590
13b14a2e-470c-434c-8f89-c8763f849e2c,18711,166245
9a93190b-3e24-4586-bc10-aefd1ad8de01,46386,215288
4ad8190b-d2fd-46f8-a3d9-c0f55c034976,1051185,65593590
dbd28983-6bfa-4afc-82af-7898a9e74011,5,31
e7b18ac8-3c58-4a9f-bd2e-5b6a90b07fbe,6,25
49302df8-9e4f-42ed-8a9c-5d6f8d6cb83c,642339,10263228
a8b293fe-502b-4241-ae49-13978fd14940,12,18
a817dcec-520a-44ec-bd7e-ada26dcf4243,0,0
faddb781-a5c5-4fc5-b5e6-1f2e1d4170e6,0,0
25ab7547-a4d2-480b-b028-c7f3497bc858,2042623,115630976
e3ea6186-7523-48de-8437-bac91bc47829,17062,74196
91eda19b-1437-42cd-b7af-69df24b7f275,499235,10957058
201f8ca9-0d8a-43db-ba69-aea79a525e56,19,78
13c10976-99f1-4cb4-8fbe-56067e91d865,1153,16780
df36f6db-5987-46ed-9d02-0cf36ed4e060,2315346,47291183
7e9bd05a-117f-4cce-87bc-e011527a8b18,4660278,286285896
7111ec38-09cd-43ce-b285-6adc62079778,2541,6396
217269ca-ed88-45f4-8251-4c9384d48841,0,0
31721fa4-d6bc-4f09-b0bb-464b27e2ad3c,147,948
50698127-f6f4-4c0c-8010-db98c21100e1,487443,15291079
dc99e6fd-c710-4f79-b74b-127b4d0b7849,2427094,70322268
0bf0cabe-def2-4113-8dc5-6e721b9c3a92,74178,334313
b2f2216a-d7a9-4ce0-8b8f-f494d9a8c196,964825,143104807
197b70c7-8910-4030-ad03-632d82aa40e3,935932,78763101
8339f0eb-80a0-4c29-815c-f9b02a1d531d,195,710
a7808382-465f-40f2-9682-e85b5b39b89b,4212,20819
73c3f499-60e2-44e1-81dd-7fe2191461fa,114561,1722677
e6fbb8f7-9545-4f3f-b835-2fed39022f89,0,0
e77c277f-6c29-4bcd-b541-4dcf47ac775a,19,282
1ac10f5e-2079-4435-b78f-dda6ecdeba15,1678712,47011996
ce49d491-8c6f-48eb-bd9e-38b6cf1d4552,284047,4652979
daeec599-bf5d-4428-994a-e76ba5f86e2f,2401346,71145243
8fb64b2e-db8b-4579-ad08-f324ef1bf494,24583,94988
c243168b-4c19-46d4-8af8-8724d79dd33a,5,22
71db5060-324e-4cc5-8ca6-0070220ae000,111018,1901877
9c952245-bb78-450c-83ee-69785949466e,540,1084
e7dcdf9f-b058-482e-bca8-45675628ebf2,1852,7990
47010115-1e5e-46b5-bea4-4dd4a29fb0ab,0,0
c4aaadaf-da28-4136-a888-f0008c710d58,19261,74560
2c97cd35-1e75-4c1e-88ae-ee618ad0035d,0,0
5a85ff61-4b80-4e84-a1fa-a409c6c6bbec,0,0
e9296a90-9c59-4657-9165-1f1b5319de00,1502342,16024195
e1da97e1-f780-4188-864a-3bf421b6d476,0,0
c1493030-c329-47eb-ac7c-4250aacb1e4c,0,0
e5d70460-7057-4cbe-9c07-11ca2dac975c,22989,121649
9e51a90d-fcb3-4db6-9fa2-5a60557885dd,0,0
a5bd836d-8d8f-48a5-b0b7-dbb18b3264dd,239962,1747369
9643ef45-b844-48b2-9e56-7e8be098bea0,14517,69560
21dab5d7-3bda-4f72-a054-6379729dcb62,1218383,32781245
31da7b06-bc30-4a1f-9f4a-c2ac1a84167f,654945,34547125
4b68c65a-8cb5-4c03-bb58-c1b1cf5eced1,2248,5563
ba550d0e-adac-4864-b88b-407cab5e76af,3100294,80573214
690c8bf1-9499-4c9c-9b5e-9758378cb5c7,129,366
58f1e354-ecbc-4fd3-aa25-97eb1d9bd8b9,722854,451393420
201412c6-7ced-472b-87a9-9259ec3c07d3,1915280,209656598
2d4a1dd1-2cd8-4553-bf0b-74b8c9179633,471,3046
d1d82d22-80ee-4551-a132-25648e857f9b,0,0
c6619f89-5454-4e2d-aa19-b5596ba3b4c6,480868,5437637
2f548675-008d-4332-876c-108b0c7ab9c5,4184584,156936939
613260c3-d620-4645-94cd-33cd55f29b1e,440252,5569187
c3dcad1b-1380-4a94-98d8-3f8272f19df6,229427,3368116
38474d18-9204-4f60-a137-1fcc6750b869,989913,36252463
9878be28-66b3-47f9-a019-baf1b32876ff,180141,5435817
c4363ee6-42f6-4edc-bcc2-7f99ac367bb1,2561,10816
75fcb0af-b701-4f71-b57f-f451cfe61c5b,13,99
d9152066-a306-477c-b07c-e5df0eb29eeb,795,6251
348d1d67-e150-49a8-81ab-db34540ebfa9,28,41
df098be2-7aa9-4fc2-9587-ad00a12d4b63,3498,25491
7df45a14-19d1-4273-b073-c7292790a6a6,1409604,31003586
9030ae90-4db2-4a9c-aa08-01cf17a86b58,114859,886355
bc4cc656-f03a-493a-b250-6afaa4cd7418,129893,1144783
20ed1946-1317-4f9e-ae72-817548b4ace2,161,1118
0432c3b1-995d-42fc-82e8-ab1257217c27,1058,5118
67e676aa-dda3-44e2-8a75-92914feea693,0,0
d786f59b-1836-4ddb-8393-ab753edbe984,2742302,313227195
f46bd570-5768-462e-b84c-c7c993bbf47e,3633708,73773682
f634fc9c-da81-4627-9913-455d638bbfdf,2612,8674
c20b3d57-9ded-4f5b-a038-fffb344e2681,23544,167897
561d854a-6a28-4aa7-8c99-323e6ce46c2a,2321108,82645016
9e0e2b01-41db-4008-bd8b-988977d6019a,4322124,102669645
5f63a2b3-ce5f-42ce-9485-32e89ca2d460,167,2327
60c05c03-e33e-44a7-bef8-6fb245aaea51,95102,2375210
68a77226-cc92-4e95-b264-18d219499b1b,5,18
fc673028-e2a2-4e5e-b55a-5d1928d72a83,0,0
1b8e1cbe-50b2-4854-ac03-b362cee3c2ad,8,9
06bf4c0f-d176-4f54-8d1e-3efe89a03be2,0,0
0b0bd0c0-3723-4715-87d7-9d57f0eb240f,144116,1360746
ba1ba43e-80a8-4471-8d02-c31453f4aa88,5169,34229
8428f959-7662-455b-af97-f05d0d7379b9,76,511
f2dc8be4-c4bb-41f7-b2fe-7220902d804e,119,765
37c16e49-0d6f-4fdd-bdd6-63e99607a831,804,2017
f2492c31-54a8-4347-a1fc-f81f72873bbf,3058251,315311407
bc880664-6751-4998-984d-ebdbff15d229,261913,2315757
996077ea-19a8-4f75-a817-c166637ffc48,982,3537
4e5017d4-874d-48ee-84f0-d535d17a010f,567,3644
b202beb7-99bd-47e7-8b72-195c8d72ebdd,4312912,203699353
b665b768-0d83-4363-950c-31ed39317c15,2929204,78142619
7c5b8865-d23c-4abf-884d-c68be0020991,16738,195562
48555d10-ded8-4172-a737-33bffc0125d5,1224,2486
6d47cb9a-567d-4c1a-a9b1-cb8394db3212,60087,867428
95fb3a0c-fc74-4f51-acba-bbe5b3a78e32,12449,94814
678d88b2-87b0-403b-b63d-5da7465aecc3,4801073,330860092
37be3f17-a4ba-4c07-9c04-210cc6f4f091,0,0
9564a2a8-2e0e-43bc-8a0e-12c3befadbe5,265,661
6ca4886a-8f77-4133-b404-46fb3908e24a,2091583,15653265
ee421ee4-f861-405d-8730-29cb512dfdbd,0,0
8093d4c9-24c1-4749-bdc7-aa17f5b76843,4,9
068538c3-e73e-44b3-a3c0-990dd5f029dc,323,601
aa5a6061-e60d-4a58-b9f6-c09de390bb2d,589377,10684316
a4dcd7c6-53ee-4c5b-aae2-d88f876b89c0,42,300
552da8ff-2c8f-4060-8352-48dea991e92b,3823,36741
d4a112aa-a59a-4225-963a-f61a2eb1df71,0,0
43906e48-a7c0-4b80-a5dd-37d1fe6ccdb9,213551,1742235
652d2a37-9ab2-4a6f-9814-d9e50c4a0faf,5585,36137
6d7b7cd4-254b-4c25-83f6-dd20f98ceacd,3410622,136374941
aaf2e0a1-2c67-4118-b0ab-8539f5096ada,0,0
5b11f4ce-a62d-471e-81fc-a69a8278c7da,7289364,550895642
8a1980a4-0c81-4b0b-8319-15b2175210f6,1801,12901
9a84344f-c450-47c9-8428-46fe2ee9db10,0,0
8caa05e8-4c00-443d-8a5c-94d64ca07737,0,0
03a82b66-d021-4754-aca2-399d51ee6199,90914,1204043
8f82df2b-a412-4f5d-9331-73d993dbce31,0,0
db060c42-4879-4539-9472-54973abe5f17,19383,739613
f181961b-20f7-459e-89de-920ef03c7ed0,5523096,453166204
92a0f97c-311e-4ca9-8bb3-247b3d96d41b,165693,1041792
14a00a25-04d7-43f6-9196-29e68a767321,251,2584
c7740223-c657-4b0a-a0a4-b8349169e760,1159161,67587628
9e103f85-7af7-41d7-b83b-49ba8f0c5abf,2242957,70796971
e0083bb1-bb24-498f-b072-268aa55b5e3e,47645,256728
666050d0-5d6e-4436-b451-e2775da0461f,0,0
efc381ba-ea68-49ca-af91-bebdd40fe1d8,81523,363605
091e2b4f-1e60-408c-9ee2-06440cdb8846,89433,552131
8a7cf497-dc5c-4523-932d-3fcbc9a69d38,372575,2584546
a2c4674d-35eb-4e86-9100-1da0a2985cb1,22811,89061
4d2956d1-a3f7-44bb-9a41-67563e1a0c94,3263196,69815866
7ee89158-3446-4044-bb88-0dcc4d4cd6c0,229477,2425302
d5cc67b8-1cc4-453b-96e8-44487acdebea,3345223,229506183
18fdc296-87c6-4b2b-91f0-5039f0651912,2415,12027
25b509ef-48ad-461b-a0bc-94cdddb8c919,632101,10682560
af6be531-7ff5-404c-b3ec-34db5c6bc4a0,1344,5142
be20278d-c066-4ef5-9a4b-48b546e39f3f,2780,5720
e3d17fe5-2564-4181-b3f1-91192d5366f2,0,0
cea7bda7-394d-43b6-bd2d-7ba4f5bffd23,0,0
395cc503-63b5-4a0b-a20a-604e3fcacea2,1934858,24734162
8389ff77-a7a4-4ba4-bf1b-17ded47d41a1,1618205,49499646
95f5b748-d370-47fe-85bd-0af2dc450bc0,2987144,116370821
6c309bb4-112b-46db-b55b-e68068fad581,46010,528630
550cb78b-4995-4873-baea-76ef265531f5,323969,5211972
20877ac4-ce8b-451d-a429-25f8483045e5,20,57
6047359d-6c61-47b2-87cc-a622c932767a,0,0
775ad383-ac2d-479a-af9d-b561442cb749,755600,133464385
78a8d998-b910-4176-9135-3d465a35eb3f,0,0
6abef8af-c71e-4337-a907-550dc2d08ed1,1852,29747
7cfaac66-62e5-4fcd-af1b-9d3aa8f68e8b,792626,13274096
1cdcccea-2725-41ac-930b-55ca4a4a9db2,0,0
d1364e26-224d-4294-bf0c-fee194f71df4,23,28
5d12875c-a197-43b2-8f29-41dc0ad895c3,313489,3277261
3c864557-f294-4488-9ca6-b726cc449249,1845,9254
b81b607e-7096-4fb3-ae23-83d12b155c54,0,0
feebaecc-1e5b-4b28-b7c5-a70f9fccdced,0,0
95bcfc2e-1517-4af3-b7b9-c1679fdf53c3,2712,7602
09cbd2ec-576f-4a62-80cb-9b74aa5db4a4,24,52
4a94a6cb-e70a-418b-bb53-a37897b950ce,239762,1593777
bcdcfdc7-0b3c-4f95-9224-f4a8cd71bb61,17301,168295
59eda569-b380-4958-b98c-051d1667b3e1,1660116,18385877
ff621094-2a76-401f-8398-b75b5fd2be24,209653,3629397
6a07f8c9-eae1-4fed-b379-3ec6354efad1,1,1
e6424fa5-08d3-41c6-96f3-8549f733708c,1122343,31215483
05f80bab-9bb3-4292-91f3-75714074f431,0,0
faf916e0-ffc5-4345-a10b-b79ed8c9b8f6,1256680,69129345
fa4d19eb-771f-4b6e-b867-fc8f8b7a8717,198,465
dbcbc687-112c-4f19-b44c-0f12e1a3955b,827,4723
c82f254b-7606-49ca-851b-5da478143a52,129,280
b78b5783-e814-4ce2-bb8e-9e3a2b4f7354,0,0
d42a4776-3a6f-4828-9bf1-23a9477c8774,1,1
3eca8465-cbbc-4dde-9ff6-83d6f9263a3b,0,0
8b8985eb-f71f-4229-9f11-171a7aac98c1,603469,10850007
54799c0e-eb45-4eea-996d-c4d71a63c499,2822169,55537786
469d6414-1f06-43de-80d5-17762d4a356a,1057616,57285058
aec8a328-d2e8-4780-b2ea-318c7f8d6f75,246710,1932481
7b14eedd-89d1-4df5-b38d-5260b759c5df,528,4716
d44b92db-dd49-4636-abe8-7c381f90b7aa,899990,58641513
7fb57fba-a6ef-44c2-abab-2fa3bdee607e,3593308,301434513
9ccc0b15-6506-46ba-8bca-6e35d40ebfa7,18971,91698
6ffb8ea9-2370-44d8-b678-e9237bbd347b,5001732,260354922
acee4af5-a34d-4ab0-96f8-ca050028d643,0,0
df953bcc-b2c6-4148-a088-18140ebcc647,115,408
4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,2708735,107304270
bcd6af9f-afa8-43fd-b1be-acbbbb2f7dc7,223746,5869405
6c8fd0be-d961-454c-aee0-4366a6dbc993,1791994,30721445
98d9e162-c149-4629-8793-3c43403fab2f,0,0
7d7fde25-6f14-497b-8326-770a6dbfc2d8,892,12883
d8196d20-972d-4d20-a584-55d33895a9db,8,19
41225e9f-3b4c-4287-a778-165c65f04be9,44474,522936
c0ef2ba5-a7b7-40ea-bd27-30acccfcac11,1664536,74165928
7a2632ff-09d9-4ac8-b7fa-41158f5547a7,0,0
4f0cb3b7-6c06-4317-ae35-ddf3106a17ee,1298169,230810874
5f43abf6-92a5-468a-a633-b73f94627972,0,0
0d3bf21a-5eec-443c-9a37-b305598b0840,281,927
5c2593bc-1621-4c4d-821b-b7bb6ff213b5,1182054,25654455
815dec5e-c6e9-4684-937b-c67f1c65408d,51,180
dff1edde-017b-447f-874a-936cecab27a3,0,0
d011c23d-e8e4-4b7b-90c8-63e26ee0bada,11476,100529
7c9a0847-68ff-4766-b5b8-6adf133fd031,0,0
8f119f99-c95e-49a4-9634-90a602484125,488,4626
f82bcf78-5b69-4622-a5ef-73800768d9ac,0,0
ff993040-772f-46a0-b5ea-e8d35c2ae98c,2,2
006fbfa3-3ee6-4c29-93fc-771c9282aa26,2,2
ef89e761-8e77-41a0-bcae-e7109b826a7a,22506,353229
9f42ba3d-3cfc-499c-ba16-7226f56b622f,1002569,77961476
0638ba22-040f-438d-83a5-9b670c4adaf5,2540540,30063551
d4cc0ed5-0f76-4188-9e14-2a23ca12188a,229607,1995869
7df4c4de-3181-4a69-bd36-9d663970cebb,1927484,229128584
b1afd320-018f-4639-b48e-3c16c369e5d4,118,731
2f3c4d70-0462-40da-bba3-0aec5772c556,2265234,71609076
b63a1df4-19dd-4cdb-a0f5-0e575d1f080f,1103,3075
c36f98f6-44d6-466a-a54a-bed0aeaf4034,0,0
c5460e21-d5e7-4e26-ab4c-ba9c627809f8,943998,38792609
7d2f744e-4a28-4fff-be97-684fdd4ef881,362,1726
022589ac-7177-460d-a178-9976cf70e29f,766923,9141712
1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,3092225,59197225
dccc5ea0-5de4-4bd6-b665-d0e837bfb7e6,0,0
58824ae6-8f93-4e09-a1c3-c50858f912a7,232,655
af4ea2a3-c54d-40b4-8120-a1f0b838ad54,211127,2069202
c81c430f-dbe1-4a1e-954f-2a89114331e9,4,60
