mbid,listeners,playcount
e6fdf3f9-8077-4126-b0cf-94da9a8b627e,1665092,144614441
749a2c41-0829-45ad-ba25-1a45f8578d03,99,290
134cb0bc-06fa-42f7-8078-b0c858349975,1766554,73998555
0e3f65bc-f2c8-4a57-a47d-11868eefd4b6,0,0
e5c9209e-be5e-44e6-a154-f3b2dfe71794,1,1
527c65d1-9fdb-4482-8796-dde2980bd63a,396197,3464553
d38c64ea-a084-49c5-ac73-f57ef53f1195,402,1823
42a8f507-8412-4611-854f-926571049fa0,2371161,64219488
6ee43bdc-02ba-4cfe-89b9-57dab37cb87c,908,2763
a8010e51-688c-4f0e-a97f-757696b28e7b,7201,17788
1f4e9049-6ee4-4b4e-a2b7-4c47721d9f62,1,1
a5f58cd9-6a88-4f66-8d20-cf9c8a4f4c41,5953,16478
a813f779-77e2-42a8-a34a-cbd581fc0313,11194,60877
df6c619f-4334-43e2-8b6a-4a32af1e4f85,817488,49266316
6bcc1ff2-65bf-4ac9-bb5e-560d2a30ca7a,171067,1454961
875203e1-8e58-4b86-8dcb-7190faf411c5,3682256,274226488
efb1cf08-8a85-4fa8-98d8-636d0a7c6e33,1368,10809
ba853904-ae25-4ebb-89d6-c44cfbd71bd2,4624547,186428815
edf81f9b-d3f0-4d57-9636-d08e851b1640,1367665,35156471
269340a7-0a24-4827-86af-550fc6ae6322,33498,267353
c3318701-8e8b-4dff-b43a-2291b1ffa312,0,0
896d6f37-d44e-4592-b06c-cd5ba0320886,0,0
3830382e-d3ad-41b2-8024-6f1fe424bc5b,71175,477637
3a9d80e7-564a-418f-91d4-0cb7fee9965e,28680,191792
7e5a2a59-6d9f-4a17-b7c2-e1eedb7bd222,2527615,186922599
54d8e9a4-277b-4d3b-8ca1-a79863c1e379,3133,15355
ff294730-0315-440d-a543-54005779c15b,2562085,39315892
7a1eb805-2242-4daa-bd90-c1ed350e2e48,818671,38491106
6c271707-9c98-4024-b6a0-818569ce9028,503419,9018584
afbdfac9-2955-4404-ae22-c08bf1c1b51e,1678069,30598134
535f74d5-8328-40ff-9cea-568ef916b3c8,185235,1089719
277ebc64-df06-4d60-bb95-fe14936870b2,12,87
2547c5e3-314c-4332-981d-f18c902a4086,523154,12138046
3862342a-43c4-4cdb-8250-bfdbfb5e1419,1755453,94944854
d07bca29-d980-4100-8cad-065a05f2b343,0,0
6fa2e161-200e-475a-8492-3755594581f9,915,6299
ce0724ab-2d63-415b-bbb1-839f97bb771a,395050,8117576
f7db159f-a8d7-4f67-a81c-82e3e3f6e9f3,2459,9030
65e60a4a-4e52-48b3-ade4-bdfed2c94b3e,652523,36074588
30199a54-282c-46c2-bd0f-e9567b120a67,3983,41608
9fa8fdc4-91f3-4266-81e5-3c42e943217b,0,0
a040fae5-844c-4014-9e05-2175e0d80a51,601,4489
be0d7749-0974-48ba-93bb-6e974ec193a2,653731,48505952
509086c2-9cc8-4e77-89e9-322e34240ffc,4916,14409
1c009a08-74d1-4682-bc56-8bfbe9e66b62,2098812,29571339
9daf6754-682e-4afe-84ae-5b35c61e26e9,1010,3094
3ceeddbd-fba5-4bdb-99f7-2d028ed5afda,1082165,93888987
ee27b2d8-648c-4a9d-a68c-e55066959975,2172639,171331412
788c12f0-a1f8-4166-8048-2bbe2b6b193e,4684,23517
2d4bc2de-8c9b-4006-945b-4508a4b0db32,422,953
1662397b-22d3-45cd-9c96-20350ec12e98,3128,51631
d0417cd9-dc5c-48e2-9a1b-5a5a51c804cd,2,24
796bc8a9-efd1-43e8-bacf-5eba68835928,476954,20793200
1ba1d493-7114-45e2-b163-a36d49a0c065,1782530,49211399
3e8f2f3e-25d9-425e-9bd7-ee0b47bb1785,43,114
1d543e07-d0d2-4834-a8db-d65c50c2a856,2188389,34901553
f4857fb9-e255-4dc6-bd01-e4ca7cc68544,2731006,97262067
2594e97a-9b01-415d-850a-ce39879c58b1,0,0
25e7bc9a-317a-44ab-87ac-dc5617110d54,1247,41909
24d311f8-da82-4068-896b-ca061deaccb6,56,146
f332a312-e95b-4413-b6cc-1762a5a6a083,105,581
32ac762f-9d80-4dbc-a0c6-898de0592dac,4378,252837
677e31f1-4035-463c-8ca4-41175440c919,1155386,126072627
14aea021-97ec-48f0-b69b-8a177c7c72ad,103121,1555748
58e2c1c3-fb2a-4251-a667-fc802908680f,56,888
3332c24c-39ed-414d-afdf-87cdef7ddabc,11,32
bea9772b-b952-411f-9499-6d834735cf75,0,0
c5ce487b-0462-444e-a184-4de0fef7e028,844748,13497496
62879ad9-1594-46ff-a2f4-bca5207a8fd6,17,186
942a9807-9c1a-4a0e-a285-1fde2c5be9d1,2702247,55074359
87652f88-2b02-4f72-9e55-1a4e70c082cd,6,34
62046ffd-7d76-476b-bee5-b281b7575c6c,18988,282920
a6b90dc0-e22e-44e1-890b-87900bd9aca6,170569,1661373
d9c9cfb7-f751-4fb0-97c0-b3ddd768bc78,362060,2015365
669c4d37-2913-49b0-b5ac-c628fcd6f403,29871,111794
ac01e9ed-5e42-4016-ac13-52c4df3d66a9,177939,3834379
a7412cd0-e0b8-4fa1-8d24-75bb92a84946,448271,4419860
a54d9cd2-1359-4ea3-98a1-fe068fc66814,57409,340280
401c3991-b76b-499d-8082-9f2df958ef78,3101285,62143604
3599a39e-4e10-4cb5-90d4-c8a015ebc73b,1936531,60062248
8e494408-8620-4c6a-82c2-c2ca4a1e4f12,3557774,410517545
610b71d9-fa78-47d6-9073-083922e73840,1247237,84496869
23273a24-72ac-45ea-b7ad-7fd486b7eae2,5941,60371
e823eaa2-6e16-4675-9450-ba89bb02e5ca,7534,57963
28658c41-ae08-45dc-b593-42d393df1381,2351,19167
4586735e-6673-4eac-934b-a0bfbcf9ddb9,0,0
7527f6c2-d762-4b88-b5e2-9244f1e34c46,3996820,509384171
c01560d1-6f69-48cf-a3c6-c94b65f099b1,3242,19181
ddf488d8-f809-47a0-adb3-95bbc7aa20f0,896,6958
c7b90dd3-5962-4ef8-926f-f40020720a01,199,2886
526a6127-7f4e-4797-8ae9-927a6e29e2d0,160301,1447415
4439c2fd-a754-4f6a-b3a6-791b47726156,703361,3954668
a22c5b56-9119-4420-b853-34ce0d867918,403,1260
9172ba7f-5912-474a-99d3-33d01ed082d3,96579,1176677
e8500b78-d8de-4232-adbc-bf08668ffec8,20237,384281
25aea3a4-c594-4d3e-8759-7984c1a93820,1,1
c4b87e45-c07a-460f-9c58-8d15328e2964,2413,31703
271973a1-7177-4bcf-9a01-ac75d3691035,477300,7965115
0aefe635-8ab9-48a7-9a17-243d35ffd49a,0,0
d06f65d2-26e0-4d40-95e5-22592917eb52,6725,37131
d4d17620-fd97-4574-92a8-a2cb7e72ce42,3210721,57765622
90df1c5c-0c89-44cd-8552-0273007dfd27,8509,30209
e39a514f-f4f3-4ec4-8cdd-817c756d5291,4,8
4da8a075-9db8-422e-a154-57386c572d88,171479,1397825
a0b8cfb8-40c6-4f3a-887a-bb571cd711ef,0,0
656b39fb-979c-4c57-bb87-61d1a8eb38d1,87429,1283757
5dfdca28-9ddc-4853-933c-8bc97d87beec,3108306,192782063
ec8033d3-33db-4018-bdc4-7e7437160821,17,322
8dd98bdc-80ec-4e93-8509-2f46bafc09a7,4785674,193803299
8a360e61-0dcb-4e29-91d1-c54ebb70568c,949,19668
599fa573-8816-4dbe-8439-2f4d486ffb8e,59,1054
210bf857-3387-4a7e-9301-7eb9c66800d6,100625,973240
64b94289-9474-4d43-8c93-918ccc1920d1,3867396,118809155
7e8235b3-39a8-41ae-b77f-9c693631b802,20,133
e9aed5e5-ed35-4244-872e-194862290295,1711467,35663645
bb92cd9f-0446-42bb-adc7-b6f7c5bea2e3,112013,1955237
b57656ce-7e16-42ca-84cc-882067041e4d,45,143
1ecc1f71-2512-442a-a85e-3c79d9ddc5cc,772145,5814245
3b39abeb-0064-4eed-9ddd-ee47a45c54cb,817025,19801274
3e1f2ee4-16be-4406-bf18-6173840cf2b1,1985481,48745435
100d7963-5354-4692-b9ac-d3aeb3eaaa8f,301,1104
254401f5-0db4-4856-bd24-6c2a7f0ebfeb,0,0
d8433dee-d1a8-4b40-b27c-40bc53481167,99687,1066188
9aeed8f0-471d-42ae-b160-175dadbfb44b,1763,8057
f69e15c5-2768-40b1-b251-0e3271d00e53,0,0
32673e42-5ba2-4528-b3fe-a000a0c606e3,523242,3278841
ad279295-653f-42e1-9aaa-b731df2e78ba,2678127,86238393
2ebbf6bc-77f7-4759-8784-63bd77c2712c,1454,19104
b727ffed-79ab-4905-b20d-2a8df5335929,145,830
daf84e36-f78e-4c94-a032-6aed138c0d34,1226728,28012923
3018e348-be53-4f20-b468-1a10213745b2,0,0
0f1d5b01-8784-4870-9bd6-fa43178b9441,109529,2149511
ea72e02e-5dc4-41d5-acee-55057279aae3,100170,1158203
97bdfc6a-da6e-407b-8713-543156ed322a,0,0
f687f9e5-92ce-4fc8-a2b7-454c3dfffc32,105396,1148098
6b5d7d4e-c64d-44c5-8af3-6acd9ccd55ed,438,1214
a94a7155-c79d-4409-9fcf-220cb0e4dc3a,3127331,135278442
dfb786ef-29d1-4c4d-b94d-4d83e85c7d33,25237,113698
6ab31970-6077-4906-a185-cbce90c1c8b3,1154,3421
5191f332-8c44-4775-a070-d517cf7e5ecb,9220,57150
584c04d2-4acc-491b-8a0a-e63133f4bfc4,3914671,132467347
10361de3-1b9f-4da5-854b-4a4dc8a12faf,18,70
2d1e278a-61d6-44c0-8d21-9145a810bfbf,1,5
7782d2b8-146e-4eb9-9e1c-6e59b855bcbc,9,24
d530dad4-81e5-4874-808a-d708039289fb,166881,1793509
2e41ae9c-afd2-4f20-8f1e-17281ce9b472,4243483,83474853
bf4fe7cd-7d38-41d2-b78a-fdc7c6b08929,421,1541
94c338ff-1985-4429-9dc8-997b61bb5932,3031899,44247709
abe4416d-616c-4e61-a3be-62ac6d1bdc4e,7,14
add5f522-25df-41c4-815e-0ca9f60b83e4,1484283,63033478
c1f1cf38-1fee-4106-871d-ac392a28b91a,1242073,46172664
3bf30073-ce4e-4207-88d2-ad83677b0387,1617210,12056858
fb7d550f-7518-41ba-95db-33db5287d8e2,91263,694702
2f237389-5603-45eb-9024-dbc05d2c840a,13180,182984
ba991ec6-049b-479f-9020-be2a84dc1473,0,0
c414371b-3377-43b5-9dc2-2a20254ed520,6434,22495
13655113-cd16-4b43-9dca-cadbbf26ee05,4628766,109747856
6143403a-df6c-429e-8ee6-ef869896b0da,1208662,28409323
5706885b-7712-4be3-b809-db026e07d3a7,35290,309747
c531feae-1252-447e-b14d-38ec4ae73042,0,0
283fb96d-1f5c-4b74-9bea-3e4504f07fa3,61284,551344
9efff43b-3b29-4082-824e-bc82f646f93d,4628760,221781034
dcf5807c-ef1f-4291-b452-6824080ecac4,1274591,8154494
7c33a306-87ad-4cb6-9f69-bfdb8586b302,3313,11572
d9ef5bac-9f88-4559-932b-63d753ef6161,0,0
eab65757-b949-421f-b870-9246541c83b3,0,0
372304d0-5e6a-4030-bc2b-09bdb0ee8abb,97440,939985
ea4aa8bb-0547-4405-8252-e8139a18a516,111,341
ed32d69b-7666-4eb8-b865-fe9a361e10e3,6,52
073e2522-a8ea-489d-b53a-19729cc8664e,115,617
2dad5809-0d9b-40cf-85cf-2f8828ffaaf0,0,0
5db88fae-df24-490e-971a-1b3fe8d373ea,1064416,34058179
30a67440-bf0f-4460-999d-8c056c18ff0e,121,295
c5bad957-7f5e-4394-8e17-ef7c360b5e9c,0,0
84490b56-ff86-4492-be8e-ae565b50f97e,24602,116194
3b233cca-b1d4-43e5-93dd-daf5fe323e42,0,0
883cbf1f-dcaa-4d17-b9ed-394e1fdabc87,1956007,118763293
e49f69da-17d5-4c5c-bac0-dadcb0e588f5,821170,24127457
fdcfe3d3-73db-432d-8a34-10540ded35fb,1440,10032
8a0b0e89-72e0-4c2b-81a8-f1365165c717,11573,47516
404c5c4c-7d08-44e4-9721-68a824edc144,29242,257080
22bb3c13-87b5-46ac-8dc9-553b6579c2e6,33214,195686
21a89505-10a9-4ac0-8388-833bc07b9f86,2043379,214836851
3762a304-9821-4a67-8b82-da866c436761,12038,73852
caa55324-f5b2-40c4-9c5b-52d57d3f772a,0,0
0fb606f5-f95f-4bf2-bdd8-79771f36a97a,244,1385
f06c6acb-cbf8-4181-87e4-6660ef75036c,0,0
fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,3716882,172739863
55210efc-9dee-4e81-8741-7af235084e7b,74877,566870
9181e544-f535-40a7-9f9e-66c5fa92ab52,0,0
05044348-08c0-4132-b9d5-ef85023173d0,5521,37550
e0e1db18-f7ba-4dee-95ff-7ae8cf545460,4530782,261808002
bb3cbea2-5ad4-4917-bc84-8a1975d40315,1028844,17367744
650e7db6-b795-4eb5-a702-5ea2fc46c848,7437203,964308141
38d64df7-5b7f-42ca-9d98-9541640ca84f,398009,3171971
4071e367-ccf8-484e-a269-bc80ba61e4ce,60735,613751
b3036249-8b39-4d02-a312-d31a63497bbc,1015,3616
54751645-0f65-4529-9526-35285ae252b3,14181,42031
516cef4d-0718-4007-9939-f9b38af3f784,4859560,394128349
680a0350-cee3-49d4-a85d-7c9f4657fb97,1635919,60867771
5bec856f-b78b-4216-8af5-1c0c6365bcbe,2352,24346
70c60e51-a155-4dc1-bd99-ed11df29a6f1,3,5
766235d5-2ceb-4172-ad73-b316d8a1264c,29,154
e0e1a584-dd0a-4bd1-88d1-c4c62895039d,3603595,115040009
47d7b25e-585b-4c97-b98b-411b21a53379,168819,3010356
ed58cf08-77c2-4265-ae0e-ccb3533c0982,16069,106662
f32d8c5d-d662-4499-8910-6aa6a01d574b,149,536
2c449bbd-b19e-456b-af78-f2e592ff2245,675,14301
6e61b52a-9001-4638-9f10-f684c180a749,456916,50401343
afd1a907-afeb-466e-a730-7ddd2021b1a9,93,454
26f07661-e115-471d-a930-206f5c89d17c,1865839,56886809
4a4ee089-93b1-4470-af9a-6ff575d32704,2911713,138363500
1b9ac64d-680f-45c1-93af-fde816cf8091,4,28
24845bf0-2140-4ca2-92bb-de817ac96268,250222,6636953
21551f7d-93f2-4cb7-ba71-7f260058e923,75134,504373
30e036b2-8674-472d-82bf-2b869ad28d99,9,247
5860586a-2e79-4c24-b041-c087ee051470,10,55
6f1de078-6684-4792-820d-2ffad64c15ed,3031621,124705750
f37b3f31-b1f8-4b88-8cb5-b34f709b17d7,2212092,43632151
859d0860-d480-4efd-970c-c05d5f1776b8,6186719,660279919
bcfff8eb-3a09-4053-a6b7-76aed86f2ac5,1367,7292
c0a1179b-b14a-4d68-a3c1-1fdab16ed602,1916964,42090628
fb56cc34-2ab1-4621-ac18-9bf2895e5f4f,529990,8950297
c9900c10-fe1d-497e-9484-60c03e756992,49039,485858
3ecdd624-0fa0-4dfe-9498-5a4801724d3b,884,2725
afb680f2-b6eb-4cd7-a70b-a63b25c763d5,4932641,262585622
7cf0ea9d-86b9-4dad-ba9e-2355a64899ea,3255076,100000631
f136771b-40e2-4f5c-936c-bcb478b18c34,17,84
b9545342-1e6d-4dae-84ac-013374ad8d7c,1008199,87544071
3b4e8a00-22d2-4451-87a7-c1a0454d5bbc,116,1741
59d6cea7-3771-4ce6-8c02-395ac5ba927a,1030158,35172838
a4103168-a041-4008-aee2-fa64096d9d47,842,2399
e9946500-8638-48bf-a130-8e2a291d03b2,0,0
9787f0a2-f657-4210-a630-131efd6f2a9d,18428,85487
d8e41375-bd8d-4e39-9da7-f0c171e97086,2172203,38523598
c2865da9-f277-4396-815c-e92525e36997,0,0
bca46a0c-25c9-42ca-98c2-e64c8a5e337e,1132851,56702219
79f083f8-b24b-457f-80c2-122fc8f2908d,9801,23616
52a5221c-b206-4372-812c-70426e58aa1e,0,0
6298cc0a-0e42-484d-af50-c431df6465d2,8718,144522
6caccdc6-5cf9-4634-a676-2f607629e837,0,0
0d212894-db54-4cc1-9ded-3cac50183a1d,8379,105093
688178e7-2308-4e8c-8e6d-66a025f895fb,190702,1318506
6f8f3635-3ee0-4c43-b8c2-ef7cf6615959,0,0
25b7b584-d952-4662-a8b9-dd8cdfbfeb64,3199802,313375641
e7c8472a-a21d-4fef-a73f-8ce730d02ed3,1,2
068b6c09-e30f-4df4-ae12-9da76f8c50a0,1,12
e5963d26-01fa-40f5-b200-e0127f410a45,1168315,15976785
56658e8b-5635-4278-bbc8-a532d5a0d4a3,0,0
69ee3720-a7cb-4402-b48d-a02c366f2bcf,5223120,371018122
47ab22b9-95cb-4920-aa54-7756113e69f7,133027,837702
bd53f9a7-8be9-46b0-bf7d-1deea3cb57bc,754365,10628694
f032428d-9454-4044-a83c-9a34cbfa6244,44025,521159
8452765c-bda8-4509-a869-b82f16006ad2,0,0
2ddf7a90-4f47-46b4-8ecc-a9743a1ab37b,898220,50256257
83cf2a60-3970-445a-bfef-3fdbe2a75f8a,2235,17071
eb811bf7-4c99-4781-84c0-10ba6b8e33b3,3627,12397
b9472588-93f3-4922-a1a2-74082cdf9ce8,4222052,293894748
bfcfa07d-da17-447c-9cef-58fee9338791,43,319
041cb26b-26fc-4816-88e7-27aac49c79d1,86,170
1f9df192-a621-4f54-8850-2c5373b7eac9,2638247,54252506
9854d99f-d954-4c0f-9ae5-58a0cdd885f5,1818029,28870904
f9c65c80-b503-400b-9e46-9c74c8267c51,0,0
1cd913a1-5641-4b2a-9624-a0417914e3e7,5133,69713
ff89badb-6553-4a10-85fe-0e1287950a27,42,245
8ce77888-cd3b-4014-b710-88f83ec93633,1162506,27024994
2fc6a88a-ed26-479a-9cd8-355830653062,1547,3871
924572a3-8ea4-4d4a-8a79-af61884cc7fb,0,0
c0daae21-ec2a-4dd0-a323-4f53f5945d04,1061212,79402804
094e4ef3-cdcf-4111-bb2e-7fe672c7ae81,3321,9875
1595addf-f76b-450a-a097-af852ff35f27,1090392,85186662
b3af279a-050e-48d8-ae16-bda20fc04680,0,0
54cf21b1-9a02-4a75-a029-3a66db21c545,2349,23157
d262ea27-3ffe-40f7-b922-85c42d625e67,4171052,97830622
4475c6a5-00af-4b4d-90aa-25d460b7ae48,29,158
03ea7e10-0b02-4437-8846-82ab2335e057,118619,1508231
3e6fba36-756a-4b9b-80cf-31adcdd17072,3584,85182
65380f7e-cb7a-4594-ae44-28ff55160746,52895,242358
dcad99e7-3c3e-4c78-bf8a-68203e17da48,537888,8821110
bf328740-beaf-4110-88d8-d1ca659d9d15,5921,25388
efc5c6cb-7720-49b1-9dba-c9f2fc298960,531,9428
c20b5d5f-9dc5-4b96-b76f-bdd043451db9,1,1
ac3a43db-8437-44c5-b8b8-740a7211dde9,345,1009
78898501-187f-4f3d-bff1-cf465c14de21,2,3
3ccd2160-2d09-4835-8782-0aa68faa278e,18629,107527
f0602f55-1770-483d-89bd-4bae0d0ac086,3624206,69497233
f8200cea-b5e9-4145-b5a5-1d0838f2c288,8,41
56505b4e-efa3-4721-853f-20dcdebe4431,60615,543742
6868834a-83b8-4fbe-878e-0d84395726f2,989,3756
5d02f264-e225-41ff-83f7-d9b1f0b1874a,3427574,108467886
2bfdb8f3-5688-4a85-9f84-88f5e840e485,0,0
598ec1f8-fddf-4be4-aa68-fe7de35a6afc,144153,2787085
ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,2478124,35026724
8ddf3da1-dfa9-490a-93cc-7d4072319995,619021,6258662
1a43e9d1-9767-4e2c-893a-65f43e5b8561,5,5
9c102db7-a04d-4530-a83c-4cd169b99f68,12702,65674
5e652056-eacd-471d-96d8-636ecd73829c,0,0
db1a36ef-fa59-48a6-a2d6-d6da432fdca4,1058,7612
88795ca5-5bef-4253-ae0e-79a5d00e0388,14878,116507
b0eacf92-511b-4566-b72b-a5fed2526d73,30909,262171
82856c21-c448-4432-bc79-97009b7eb853,20544,115861
100b8734-f4f0-4536-9960-47f7c59d1b4c,1696821,163120110
1355d559-f13f-4c78-a7a8-02b6d747d94e,104528,705994
830e5c4e-6b7d-431d-86ab-00c751281dc5,2125461,185503197
0eb89e0b-adee-4175-b1f0-55a3531937be,331228,2747592
0307edfc-437c-4b48-8700-80680e66a228,3098699,59496757
002a647a-faf8-4135-9e22-2087aa0d7078,490,1069
43b896c5-5652-4b04-bde1-2e4224bc99b3,1061497,21818115
12718e0c-546e-45f7-ae86-9dbaa65797d2,99,432
c47284ed-a62a-4776-a468-6dec83ef1b32,2475,5031
8a78b436-b2c4-4391-bc48-8fc87232e5dc,14,32
52074ba6-e495-4ef3-9bb4-0703888a9f68,3049852,221826159
fe8fd37a-09d7-48f7-b1ac-1ccfa6b4170e,0,0
9c89b36c-9d3c-4f7a-8437-230b935b7c6a,2453,9411
92b92658-d411-4d36-a0c3-ce3d415bcec5,6585,51584
0a82fd0c-18aa-4410-b12a-6cb0f1507cde,53113,137983
8f64d6ea-3f6c-408c-b2e0-e5334b28dae9,1007166,67108609
16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816,2114242,79121269
ece1c3c8-b16f-49f0-9c60-eb3029e929a9,626,1793
fac55e3c-d459-45ed-9f9f-f5078d3b3423,1313033,116109304
539a6364-1b25-4723-85fd-89fd6dfa51b9,15,45
86e2e2ad-6d1b-44fd-9463-b6683718a1cc,2653,47251
b02e4ca5-312a-4d2e-b087-30db9d5ec579,58567,353763
89d4a76a-d8d4-4600-ac9e-19415320b7f4,0,0
b4011cea-1bc4-445d-9f4c-a17eb3bbbed4,2,2
5518f8a7-a33f-415c-a175-a95dd2c855f6,2,3
329b4e2f-b2b9-4fbf-ba47-4e3676f84bf0,247,570
9176a2e5-ffb2-4d56-aecc-fdf1ad5d6994,0,0
31bcadcc-e1da-4cad-bec8-2f4f1d41b095,1710240,45403680
6de0f914-3e60-4418-be3b-42e0feb6eb4d,2981872,57401126
384dfb61-c597-4303-97be-667b571041f9,0,0
42e52c03-27bb-4545-8924-cabff6fab531,313,697
5e7ac01f-0a87-4df6-abf3-31a6acb33633,404064,3948016
3bd08e76-bf53-4b16-82ee-63f95ca5cdae,428149,3161937
d5be5333-4171-427e-8e12-732087c6b78e,5491050,141942634
407d7ae0-c297-491c-bd19-4185e2b12ef2,1055208,41749173
a0fc6295-3026-46d4-b978-84da18b34f71,41,114
fd9f268a-89ef-4577-81f4-efebc9517a07,104981,711359
76517240-0a0f-4817-862b-3596d578a994,1,1
9e5b5efe-fd35-4471-8745-628cb528983e,7,21
e67ae23b-80ee-4a68-bdd6-6da243f164db,3,5
6230a686-dd04-469f-937a-f30095e58fed,0,0
92885064-c9c3-4f4f-9100-0809548c9ec9,88463,420125
edc4f886-8d54-4908-b013-260bfcb50481,756824,14156489
5f606b3d-fab7-4d39-bcdb-f5d42edae945,630217,18642120
28782f2b-6ba4-4eb2-9b15-6d11978e1d5b,269774,5279477
f1106b17-dcbb-45f6-b938-199ccfab50cc,3063211,112463449
11953393-76ce-4081-9d36-1891283f5e27,0,0
476cc87e-9665-43bb-80ea-7e123390ac64,126,182
6e019bc6-5c23-4935-94f0-4a896631d846,2063020,71850295
d642aa48-79ef-4837-b8df-72ae8a4ecf52,361220,4594492
2849e217-6d97-43d0-b33a-4c580a3d7629,272,2169
41c9a213-7975-48ec-bd82-da16f99aa510,372,1093
e2345fdf-2be7-47c5-a6dd-be64353ad134,1458770,31124973
926a00d3-2dad-4153-a61f-8a256bfcf8c6,865,4530
fcde0346-8615-499b-8f25-c45b3fa92228,3530,22054
0a2bd34d-0cf9-4e34-9854-fd8990977d00,282,833
b201c562-a974-4c73-8bc2-41b204f694a3,2,16
31445b1e-96f3-4c7f-84ec-dd02e647e690,2385375,43661038
c896c760-f766-46fe-8e10-d8d0ac93e02c,1,1
526aab94-697f-44a9-b630-41d1c0505953,1456238,49122248
8fd3eaa2-dead-412d-a2fd-23fcf1cca009,0,0
e7b587f7-e678-47c1-81dd-e7bb7855b0f9,55688,478182
ae220349-f608-4cb6-ae49-530cbc7faacf,26,108
a63df8c3-28e4-41db-bac2-c6c6e8ff8f28,1223534,68014446
4cc51547-88ae-49a2-bf7e-0ef65ee7a94c,1530707,92102479
a1b61d0f-2333-44f5-afee-cc0c2eab71a4,3253,22574
b4b4c19f-021f-4d3c-b11a-911d4c95cd1b,3664,11524
4c671d5a-7027-4398-8055-03e61d1a3967,2349989,52102268
24b596e5-7da6-49f8-b2d1-ae9083968d1c,152643,1411260
5d1a6e5f-a190-4e26-93bc-51457f179412,83301,1018838
9181fc7d-a66d-4056-9b85-45d7b1bbaecd,0,0
e8979f75-9110-4df8-ac70-898898d080d1,934576,28677424
e0a34d31-bbf2-4f32-b89c-9fb0144b2b5c,20,25
b301026a-00c7-441e-aca7-8b01f6c88d96,2,2
ede97bcb-181b-4a3a-a939-b2c544193b5f,12074,120939
7ea95bc8-7c97-4b8c-baf5-f3720bc94b40,114003,1343498
b997f5fa-a728-407f-ba2d-4c43c7d883fd,140526,1371924
73e5e69d-3554-40d8-8516-00cb38737a1c,8005338,555176948
6a9e461c-e3c5-4794-a203-98a15daea2df,0,0
766d43ae-74f0-4ce9-af1a-81227742db2e,0,0
134150aa-338b-42fe-a0bd-f8e5a86fd1c1,3222,10514
55b83fcc-7f1e-4d2d-a8bf-751152fd9fac,3477,9416
901b1b4d-3894-4589-b97e-112092f87d87,15167,90480
459d3e59-d857-4ce6-ba53-21ee6575665d,283,3941
2a01113c-4661-45e8-b9f0-9fb393f524b4,3,4
e527455c-5f72-4208-b892-22f7271a9305,23534,118689
bb3882be-ca2e-4a93-b077-0f9792482964,2,19
074e3847-f67f-49f9-81f1-8c8cea147e8e,2695660,301091471
155cfd40-dcde-471e-acc0-32179916165c,237685,33541327
63690c53-d0e0-42bf-8c94-b66e195c61d9,2,6
33960990-c5c1-47dd-9d24-bd83a52d30f4,0,0
170ef669-69f0-487f-9700-9896ac966a7f,4411,21491
536812ce-bfa2-4026-a466-f5cdf1cc8d01,584,2443
923e649b-21d3-4b45-b109-50e4978002b6,1711942,83301460
2d0a77d3-719f-4301-acbb-9220b953c417,434,5494
73a156a2-816d-4b3c-ae2e-579da4b998bc,61,200
bc710bcf-8815-42cf-bad2-3f1d12246aeb,4229087,145775777
2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,2926709,65901480
d1490c44-dccb-48f2-aa1c-9a994f5287d3,237,1196
29d59d18-89ae-4510-89a3-06105efda32c,164,482
c07f0676-9143-4217-8a9f-4c26bd636f13,4643438,493983000
12a7be61-0a53-4c49-99c1-62fc8e52ffac,0,0
cb59d750-a055-4603-a6fa-16c76ae4088d,82181,517243
be46b597-c98e-48d4-af49-aa7c0244c343,33,52
b46914b9-6289-4f86-ad0f-34147e680d21,0,0
47cd0173-2278-40b1-9e74-9bd87971cf69,6,13
1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,3007344,70454531
2282c539-05a2-477c-82b7-fe40798d37f3,1087892,29495027
d87e52c5-bb8d-4da8-b941-9f4928627dc8,4157929,175840608
69b54f7a-b7c6-4081-98dc-77fdbb2027cc,20217,95620
4dbf5678-7a31-406a-abbe-232f8ac2cd63,2894384,51282520
94c46b35-04a6-416d-8c8b-12df90604158,74,623
c563a7dd-4bda-4fa1-840f-0f882849fbc4,1,55
79f80a4b-d09a-4212-9c22-327d8a8a845f,29899,346581
7ef0b97f-6256-4bec-8c31-f6587f969170,296,1469
11a76588-288c-4862-bf6b-9a6bb0e735f6,83380,972211
7e92584c-ca97-48bf-8a12-0327db0f6ac8,705102,32016859
1c7a2235-5d08-403b-834a-3f00b7a7736c,68363,346488
2bee95a7-1c0e-4b3c-99a5-4857d9d776dd,1342581,35708596
ce8cda9c-051b-4ab8-ad64-fcf13b80223f,0,0
4f9675d2-f6d5-486c-9b26-33dcca998500,3345161,49435236
4122e107-a90c-4ff3-8223-51cf490c022c,63570,228233
42221313-9b45-476a-8414-1166fadfa518,0,0
d6d45dda-2377-4faa-947b-e071efa085c0,1090415,78533982
