rank,name,mbid,listeners,playcount
314,Marvin Gaye,afdb7919-059d-43c1-b668-ba1d265e7e42,3561183,82282115
315,Rosé,49c712c9-9ebf-4505-b8e8-2e32144c7010,1531334,93195762
316,Yung Lean,757ed661-fbad-4e45-b1cd-a6b09f06f54a,1222309,148187566
317,Ashnikko,6dee6b6f-aa72-424c-9c8c-0d31ba5ff673,1355584,54093102
318,Summer Walker,9167f739-da47-4495-9d63-9c13b40114ac,1613768,97579097
319,NMIXX,2d623e82-73e2-4179-9c44-e963980f2d58,653065,69450934
320,DJ Snake,aa114151-4a17-42b0-8e20-37b434627479,2356452,43029269
321,All Time Low,62162215-b023-4f0e-84bd-1e9412d5b32c,2456474,138809745
322,Stevie Wonder,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,3797221,104653703
323,Eagles,f46bd570-5768-462e-b84c-c7c993bbf47e,3615547,73219253
324,Offset,c0c401e0-eb84-4266-9ccb-9160988e7a8e,1373255,40748877
325,Kings of Leon,6ffb8ea9-2370-44d8-b678-e9237bbd347b,4989186,259741359
326,Queens of the Stone Age,7dc8f5bd-9d0b-4087-9f73-dc164950bbd8,3617182,244234896
327,Timbaland,daa09819-5da5-4c7a-8bef-eb372bb27ff1,3367738,60293838
328,Freddie Gibbs,21645c31-fe1c-45a4-955c-3e172b12c3f9,1224425,99667372
329,IVE,b2f2216a-d7a9-4ce0-8b8f-f494d9a8c196,957399,141893438
330,Alicia Keys,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,4044272,97722029
331,Artemas,0211be88-dc0f-4002-a1de-4001bb359d51,1468326,42208907
332,Rammstein,b2d122f9-eadb-4930-a196-8f221eeb0c66,2999174,309326755
333,Earl Sweatshirt,8b22acd6-20e6-4463-a75c-c14b5cfdb666,1512888,143377869
334,Dire Straits,614e3804-7d34-41ba-857f-811bad7c2b7a,3374068,108017003
335,Sia,2f548675-008d-4332-876c-108b0c7ab9c5,4163937,156365952
336,Leon Thomas,46f70f03-d259-4314-b926-2db36c28d86f,736586,15494292
337,Nickelback,bc710bcf-8815-42cf-bad2-3f1d12246aeb,4214662,145136447
338,Car Seat Headrest,0fabbc1d-8d94-4a61-bd1d-1099ad1e4559,1290974,157929845
339,Sublime,95f5b748-d370-47fe-85bd-0af2dc450bc0,2975636,115663325
340,Title Fight,1154d345-8061-4d04-a52a-6214288523ac,1082523,83883803
341,Gucci Mane,36494952-f434-45d8-a958-8b4acdbcf8a8,2636793,61376336
342,Foster the People,e0e1a584-dd0a-4bd1-88d1-c4c62895039d,3589094,114605427
343,Avicii,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,3198803,106436259
344,Givēon,ad322b8b-31b2-437d-8fd8-1af13c1d7b91,565293,16591449
345,CORTIS,b1dd1370-cdb8-4aae-9aaf-9147df315cc2,228541,7195334
346,Benson Boone,62b914a7-d775-4bb4-bb5e-d46e7df115b5,1348634,39476484
347,Alex Warren,609a2ea3-f446-4e31-8eef-9f7591afb55a,767355,20461787
348,"Earth, Wind & Fire",535afeda-2538-435d-9dd1-5e10be586774,2787442,45170821
349,Måneskin,3862342a-43c4-4cdb-8250-bfdbfb5e1419,1743054,94214257
350,Migos,0221734a-35a8-40f7-b5c5-2f61a200bc7c,1765659,66656659
351,Zach Bryan,51e90731-08c0-4f60-89b6-5b78e5844de8,1107036,116401446
352,OsamaSon,35214d53-009b-45d9-8a00-6664325b9e2a,350533,80553440
353,The Last Dinner Party,2f0c90b1-84d5-47f1-ad75-ad8d30f53f70,709696,24541493
354,Dean Blunt,e8bd5b47-e8b4-4671-a9f6-590a92e88898,808476,58199770
355,Mindless Self Indulgence,44f42386-a733-4b51-8298-fe5c807d03aa,1423257,119940576
356,D'Angelo,41c38419-cd66-4c67-bffd-88767d49963b,1206632,27985359
357,Toby Fox,1c26f82c-b35d-4c8e-a1f4-9c20747495c9,1103156,132467643
358,Creedence Clearwater Revival,109958eb-a335-4c5e-907e-597ff4c6af46,3933590,116944348
359,Nas,cfbc0924-0035-4d6c-8197-f024653af823,3273233,133427160
360,Ghost,2bcf2e02-5bc3-4c76-bf76-41126cb11444,1528760,144690295
361,Jamiroquai,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,2715391,96558978
362,Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,2571691,49750908
363,Ty Dolla $ign,7bd66c18-cb33-49aa-9279-140acedbdb49,1512736,25584584
364,Blondie,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,3242880,69327521
365,Sleep Token,775ad383-ac2d-479a-af9d-b561442cb749,743927,130384923
366,Zedd,56c4b861-0922-4c3a-a9b9-3bfcb00f8274,2427688,56842996
367,Thee Sacred Souls,32b87bbc-2363-457a-97b4-3103a569f3a7,1044316,23964501
368,Pantera,541f16f5-ad7a-428e-af89-9fa1b16d3c9c,2503060,124124711
369,Geese,d9c886a0-5364-40d3-a07c-e860d2735926,321711,15104967
370,Her's,93998e01-ff53-4af7-ba2a-5674adcdf21e,1336173,41311007
371,Wisp,4159ac30-ecce-43a6-b200-b48801968e30,930908,29549988
372,Odetari,2d8be86e-dccf-481a-a01c-faf9e48edd6d,1021206,57731537
373,Bee Gees,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,3282742,64694331
374,KAROL G,de22adae-f8ac-414f-b653-b0162611bd60,1320105,66556315
375,Bon Jovi,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,4073193,119380896
376,Cafuné,91faf71d-89f3-4bd6-8a54-3701a0dd753f,1343624,29170229
377,J Balvin,5bdeb32d-56a5-4b6d-a768-264101fa0a0a,1625080,57589321
378,Snoop Dogg,f90e8b26-9e52-4669-a5c9-e28529c47894,4199630,77990256
379,Lil Nas X,0b30341b-b59d-4979-8130-b66c0e475321,2519120,111214876
380,The Doors,9efff43b-3b29-4082-824e-bc82f646f93d,4617433,221020576
381,BROCKHAMPTON,3ac96b4c-4f42-48c8-b793-84dbf54d7ac6,1602717,186711199
382,XG,8dfe067c-ae90-472e-80f2-fcee9be4e158,707404,51246715
383,Royel Otis,2244c1f9-773f-4541-a4fe-ee6dc4f2ce60,878691,19546034
384,Duster,879d43c6-13a8-42f6-b8df-a9b7d50aa9e2,1505147,110953502
385,America,34cf95c7-4be9-4efd-a48a-c2ea4a0bb114,1973174,35158891
386,Elvis Presley,01809552-4f87-45b0-afff-2c6f0730a3be,4297240,144259279
387,Cavetown,7999a8a1-6cbd-4453-8dd4-ebd03a10e44f,1521274,79491543
388,Electric Light Orchestra,0c502791-4ee9-4c5f-9696-0602b721ff3b,2826863,72063194
389,boygenius,3ceeddbd-fba5-4bdb-99f7-2d028ed5afda,1075713,93195958
390,Willow,e1af94bb-71da-4def-b716-731d67acf7df,2158761,69320067
391,Jhené Aiko,ceb3f5b7-9f1a-430f-afbe-976fdcf30482,1296358,63186583
392,Ozzy Osbourne,8aa5b65a-5b3c-4029-92bf-47a544356934,2994852,90260462
393,Two Door Cinema Club,6f1de078-6684-4792-820d-2ffad64c15ed,3022776,124246269
394,wave to earth,89e95aa3-bd49-4af3-9c87-0d88b2093bb0,756488,77271209
395,Tyla,2bf761c6-4bcf-4cfc-a388-8fcb2eea8cc8,1268985,40326138
396,Kiss,19717f86-c8eb-4d81-980d-629d6ab4a4f3,3054742,85502423
397,Cults,4c671d5a-7027-4398-8055-03e61d1a3967,2335884,51723882
398,P!nk,f4d5cc07-3bc9-4836-9b15-88a08359bc63,3630292,118525067
399,Surf Curse,89ea85c2-c90a-46ea-93db-9bed95d5c8f8,1868668,42186360
400,Falling in Reverse,e56ab1ae-1cfa-4d0e-b33b-af31bff677c7,1269706,62851644
401,JISOO,f906154a-7011-49c3-8f6a-44ca83311b08,547073,39927969
402,Marina Sena,2b1e7c27-2663-43df-9c23-8601e173e6ef,410493,71037252
403,New Order,f1106b17-dcbb-45f6-b938-199ccfab50cc,3051411,111896301
404,No Doubt,fbd2a255-1d57-4d31-ac11-65b671c19958,3443389,80229195
405,Sleeping With Sirens,3267d5a3-c72c-4c3b-bafe-ec8a569c0b74,1091512,67169669
406,Joy Division,9a58fda3-f4ed-4080-a3a5-f457aac9fcdd,3276857,177522761
407,Bad Omens,8834d8b5-72a4-4a6e-9d35-3a041b8579fa,700061,72127810
408,Tool,66fc5bf8-daa4-4241-b378-9bc9077939d2,2508474,217909482
409,Seventeen,61741918-09b4-453c-adc0-d4ad9b5c4b44,880989,271542297
410,Pop Smoke,253c9ae7-850b-46be-8fbb-65e9fa621058,1498128,128787614
411,Wiz Khalifa,f5dfa020-ad69-41cd-b3d4-fd7af0414e94,3737477,84986700
412,The Clash,8f92558c-2baa-4758-8c38-615519e9deda,3937112,147388027
413,The Fray,2ddd167f-5b8a-4372-b350-6ad50493bac0,3472794,94065490
414,Aerosmith,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,4574868,126777776
415,The Beach Boys,ebfc1398-8d96-47e3-82c3-f782abcdb13d,3960043,154613653
416,ATEEZ,cf0dbc16-4e24-4957-b5b4-955c8978f690,734046,189616587
417,Metric,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,2695337,106879790
418,JVKE,f29e031f-c6b6-4d52-8edd-dc8e14378e74,1458009,40751506
419,Hayley Williams,b4b5b5a7-feff-47d0-9458-83d0d135a692,664055,36169052
420,The Lumineers,bfcb6630-9b31-4e63-b11f-7b0363be72b5,2481054,86677362
421,NLE Choppa,2873b450-13c6-4ca1-8ca3-646c25af3202,1388487,53614015
422,Ne-Yo,a4a01f5d-18e7-4571-8c3a-76ec0e24e2d7,3205291,59776688
423,Phantogram,dfe78af2-779e-4137-826a-3073a16e3278,1778411,43353527
424,Daddy Yankee,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,2064285,46134901
425,Rage Against the Machine,3798b104-01cb-484c-a3b0-56adc6399b80,4137984,157237657
426,R.E.M.,ea4dfa26-f633-4da6-a52a-f49ea4897b58,4232106,151019903
427,Jason Derulo,6de0f914-3e60-4418-be3b-42e0feb6eb4d,2968056,57067934
428,The All-American Rejects,09885b8e-f235-4b80-a02a-055539493173,3091575,81272631
429,The White Stripes,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,4715024,194607023
430,Keane,c7020c6d-cae9-4db3-92a7-e5c561cbad50,3884973,113390418
431,Sonder,29e686ca-134e-46d5-8a5b-7193f618ff35,975949,43343246
432,keshi,ee74db56-c264-4c23-9504-29e2d8078f36,1032838,117679180
433,Rae Sremmurd,c78c3026-426b-4580-ab23-08490bb8b515,1750582,41918225
434,DJ Khaled,081a2d60-9791-4e05-a075-f1890355eeee,2752538,57693530
435,G-Eazy,db48610c-6d8f-4d10-90ca-c4d14bb1a8b1,1931467,51960500
436,Wolf Alice,3547f34a-db02-4ab7-b4a0-380e1ef951a9,1171078,51372837
437,Anitta,d606b860-cc03-4959-a3fd-3a24bccf2560,1125347,141223758
438,Kelly Clarkson,d339efbb-77b9-4147-ba9e-59f2f24550b2,4286167,126572176
439,Arcane,36d71b64-bcb2-4f3a-8fbd-215815234fdb,699423,28596812
440,Jack Harlow,134cb0bc-06fa-42f7-8078-b0c858349975,1759338,73581815
441,Modern Baseball,e3513b4f-2a13-45f5-8ead-e79b1af0bf68,845854,71866974
442,Sean Paul,c3da3346-2643-48a7-93cd-011f6834b3d7,2958299,44659735
443,Kylie Minogue,2fddb92d-24b2-46a5-bf28-3aed46f4684c,3412632,168865363
444,Dr. Dre,5f6ab597-f57a-40da-be9e-adad48708203,3837345,85678021
445,Chris Isaak,479497d4-e7c2-4e78-972e-56e78fac3995,1863312,28676136
446,Mark Ronson,c3c82bdc-d9e7-4836-9746-c24ead47ca19,2923329,47800079
447,Clean Bandit,dacc2d64-7e59-42a8-87a9-10c53919aff2,2346365,46853030
448,ScHoolboy Q,bce6d667-cde8-485e-b078-c0a05adea36d,1903153,75935267
449,Creed,4b1a830b-0a1f-42e5-b8d5-1d6743912e99,2311098,52552631
450,Salvia Palth,7aebd6f6-6af0-4beb-be1b-3957eb47de6d,1529365,53000767
451,Tinashe,396a9525-0994-4542-b480-c4587feeb476,1500347,79937469
452,Kim Petras,54fc0558-12b5-4854-9d57-9441bcd73a72,1138663,88200557
453,Morgan Wallen,2077273e-eaa1-4f49-903c-f286ededecb9,894285,79117614
454,George Harrison,42a8f507-8412-4611-854f-926571049fa0,2361312,63597108
455,Portishead,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,3153725,135971590
456,Oklou,13e2db47-3010-48b8-a8b9-667551f37119,475928,23471089
457,The Walters,61cdb045-7f89-4eb1-b3ed-35db94d9ab99,1740813,33078465
458,Major Lazer,75be165a-ad83-4d12-bd28-f589a15c479f,2773106,65325772
459,Labrinth,dc99e6fd-c710-4f79-b74b-127b4d0b7849,2416550,69943314
460,The Velvet Underground,94b0fb9d-a066-4823-b2ec-af1d324bcfcf,3109647,125141092
461,Selena Gomez & the Scene,37d0a847-32d3-480f-bd1e-101f50a3d332,2332456,52071193
462,The Pussycat Dolls,1fda852b-92e9-4562-82fa-c52820a77b23,3128543,50561822
463,Neil Young,75167b8b-44e4-407b-9d35-effe87b223cf,2607858,106549321
464,Air,14b22b4b-06d5-4b82-8284-29d29b58945f,3080920,131930155
465,Type O Negative,a63df8c3-28e4-41db-bac2-c6c6e8ff8f28,1211024,67186880
466,i-dle,0068ae6c-7156-40f9-a81f-39294af6a549,375443,10039081
467,Ricky Montgomery,c1f1cf38-1fee-4106-871d-ac392a28b91a,1232130,45699216
468,Dave,c7740223-c657-4b0a-a0a4-b8349169e760,1137253,64954657
469,Akon,1138a764-2212-4d0a-b02d-0dc14df91e08,3571326,57866466
470,Bob Marley & The Wailers,c296e10c-110a-4103-9e77-47bfebb7fb2e,3340328,120133523
471,George Michael,ccb8f30e-4d71-40c4-8b1d-846dafe73e2c,3062028,53713455
472,She Wants Revenge,f434ae2b-b203-490d-a8ac-aa9cd51c0e73,1310099,45538951
473,Rob Zombie,c995a379-60b9-404b-bd97-a7e2de0751d3,2199050,64102518
474,John Lennon,4d5447d7-c61c-4120-ba1b-d7f471d385b9,3849741,80135651
475,M83,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd,3398531,135980132
476,Young Nudy,79c9b9a6-4b78-4738-8b81-95b066321ea9,957229,46393944
477,Christina Aguilera,b202beb7-99bd-47e7-8b72-195c8d72ebdd,4297435,203326048
478,BigXthaPlug,d25f6294-686a-4569-b1b9-fe64bfef2519,827022,27506933
479,Justice,860b2707-6153-4e3a-aa57-74d2b42c55b5,2696790,99443836
480,Exo,6ab10aaf-8812-41eb-b59f-f07b42468f22,959934,156499631
481,The Mamas & the Papas,ff294730-0315-440d-a543-54005779c15b,2548089,39005676
482,mgk,f6af669a-56ea-448a-a044-de76181ada33,913633,30333337
483,Ice Cube,1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,3080588,58866378
484,Japanese Breakfast,8c529495-91f5-4e2f-b71b-adcb66878d04,1159433,58274211
485,Steely Dan,e01c3376-15fa-40d7-b747-5f219bdefdd7,1672999,66356591
486,Bruce Springsteen,70248960-cb53-4ea4-943a-edb18f7d336f,3418818,142870453
487,Yeah Yeah Yeahs,584c04d2-4acc-491b-8a0a-e63133f4bfc4,3898410,132159373
488,Hole,1dcc8968-f2cd-441c-beda-6270f70f2863,1997603,66521466
489,Ms. Lauryn Hill,,1317546,35011446
490,Chevelle,8456e9f7-debf-4579-a86c-33a325a35d2d,1700035,53854922
491,Westside Gunn,9f42ba3d-3cfc-499c-ba16-7226f56b622f,995713,76702075
492,Roar,152e8c18-d65a-4ac5-af97-43a2191d2f64,1422763,36313208
493,Skillet,16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816,2100363,78555397
494,The Script,4c98aa1b-34eb-4336-987f-5e50aa059c00,2849238,71399889
495,Tom Odell,fee6a7fb-80d9-4290-a171-e48f1f20e381,1918675,46147775
496,Aurora,923e649b-21d3-4b45-b109-50e4978002b6,1701389,82613857
497,Jin,fa501e2e-900e-46cf-8362-5dee8afaa7c7,721132,639011198
498,B.o.B,94c338ff-1985-4429-9dc8-997b61bb5932,3013828,43965333
499,Montell Fish,20634ec0-4bdb-47dc-9bf4-07ed76f8154a,1243810,39699348
500,Jimin,d2582c77-6b0f-4b2f-802f-8f3cad1a5fec,794126,723683565
