"mbid","clustering_local","triangles","open_wedges","gwesp_contrib","degree","eigencentrality","pagerank","kcore","betweenness","closeness","same_genre_share"
"0a7920d5-135b-4bca-885c-ebd79f0d5d9f",1,1,0,0,2,4.89720464753137e-17,0.000387611922942527,2,0,1,1
"ece590a3-ae0e-4311-bcf3-ee07cfb7b4f0",1,1,0,0,2,0.00015401580913304,0.000182124066654777,2,0,0.174883954334462,1
"a383f062-e527-4a57-98b0-9205b2f8f171",0.333333333333333,2,4,0,4,5.07965249223363e-17,0.000546101250443204,2,4.57711290974696e-06,0.642857142857143,0.25
"4374e50c-f57d-492c-bd70-c11422f7fde6",1,1,0,0,2,2.10883117538052e-17,0.00032981014496043,2,0,0.666666666666667,1
"95095667-9471-4946-a4a3-d0b3eb7edc48",0,0,0,0,0,5.25564033535461e-19,5.81417884416849e-05,0,0,0,0
"ea719716-da05-46f8-bbd5-cc5803db3d0e",1,3,0,0,3,4.09602446228359e-17,0.000387611922942939,3,0,1,1
"f287b207-b425-465f-a103-b912fbb0dd28",0,0,0,0,1,3.93454154325762e-17,0.000387611922942887,1,0,1,1
"f3fc0db0-65e7-49c8-96d9-d0b7c1e23c81",1,36,0,0,9,0,0.000387611922942641,9,0,1,1
"12327d75-47d5-45d9-84c2-3760b9210c17",0.533333333333333,8,7,0,6,3.01467172632424e-05,0.000487643132116643,4,0.000354387205104668,0.149346475251768,0.833333333333333
"b7d92248-97e3-4450-8057-6fe06738f735",0,0,0,0,0,5.25564033535461e-19,5.81417884416849e-05,0,0,0,0
"7e1e5648-1d6a-4248-975a-98603e781848",0.321428571428571,9,19,0,8,0.0516247064128586,0.000431468091024752,4,0.0027770606060859,0.209561034275406,0.875
"46ca8889-f33e-46ae-8379-09f48bc84897",1,36,0,0,9,0,0.000387611922942641,9,0,1,1
"d74dafbd-e974-4393-9d01-3bc2d81e2dc8",0,0,0,0,1,1.48821051125915e-06,0.000127224565491482,1,0,0.129952456418384,1
"aeb6fd9b-6050-43cf-8a8c-6dbcb6ccabfa",1,15,0,0,6,0.00147231187245271,0.000286779621300395,6,0,0.176545086119554,1
"9f0a2d07-e414-4829-85df-b0d801d8ee32",1,3,0,0,3,2.87747598033221e-08,0.000290635744960985,3,0,0.113777342474698,1
"be092119-86ca-40fc-ba92-7626b8568b25",1,15,0,0,6,0,0.000387611922942731,6,0,1,1
"871fe26f-544d-4275-a5dd-af5442d15b92",0,0,0,0,0,5.25564033535461e-19,5.81417884416849e-05,0,0,0,0
"f7b6a303-2abb-42ce-bb7a-b84fa52bb585",1,6,0,0,4,5.65001863317099e-18,0.000338437276002286,4,0,0.833333333333333,1
"373a4c98-a46b-48e4-86ec-f6ca65b4f438",1,1,0,0,2,4.8671232631626e-17,0.000387611922942527,2,0,1,1
"bb9fe2b7-87fa-43e6-95ca-bc4592d8d5bc",1,15,0,0,6,0,0.000387611922942731,6,0,1,1
"a0270d23-e6c8-4202-a85f-8cd0a9bb2579",1,3,0,0,3,0,0.000218908726077697,3,0,0.533333333333333,1
"e821a756-487f-4931-a02f-27cf11cec7bf",0,0,0,0,0,5.25564033535461e-19,5.81417884416849e-05,0,0,0,0
"eb28cee9-090d-4f96-8490-5504180caa45",0.9,9,1,0,5,5.16742280771681e-05,0.000335576191551943,4,8.83637075631705e-05,0.173728813559322,0.8
